Date,Sentiment,Sentiment High,Sentiment Low,News Volume,News Buzz
11/04/2013,-4,-3,-5,16,10
10/04/2013,-4,-1,-5,10,10
09/04/2013,1,5,-4,6,8
08/04/2013,-1,2,-3,5,3
07/04/2013,0,0,0,0,0
06/04/2013,0,0,0,0,0
05/04/2013,-5,-5,-5,2,10
04/04/2013,-2,3,-5,12,10
03/04/2013,5,5,5,3,6
02/04/2013,-1,2,-4,6,5
01/04/2013,5,5,5,1,0
31/03/2013,0,0,0,0,0
30/03/2013,0,0,0,0,0
29/03/2013,0,0,0,0,0
28/03/2013,2,4,-1,3,6
27/03/2013,-3,1,-5,4,7
26/03/2013,1,5,-3,5,5
25/03/2013,1,5,-5,2,2
24/03/2013,-5,-5,-5,1,0
23/03/2013,0,0,0,0,0
22/03/2013,0,0,0,0,0
21/03/2013,-5,-5,-5,1,2
20/03/2013,1,1,1,1,3
19/03/2013,1,5,-5,3,3
18/03/2013,-2,-2,-2,1,0
17/03/2013,0,0,0,0,0
16/03/2013,-5,-5,-5,1,3
15/03/2013,-2,2,-5,3,8
14/03/2013,-3,1,-5,4,10
13/03/2013,-2,2,-5,11,10
12/03/2013,1,5,-4,13,10
11/03/2013,1,5,-5,2,6
10/03/2013,-2,2,-5,2,5
09/03/2013,0,0,0,0,0
08/03/2013,1,4,-3,2,6
07/03/2013,0,0,0,0,0
06/03/2013,2,5,-4,6,10
05/03/2013,3,5,-1,3,10
04/03/2013,-3,2,-5,5,8
03/03/2013,0,0,0,0,0
02/03/2013,0,0,0,0,0
01/03/2013,0,0,0,0,0
28/02/2013,2,5,-4,6,10
27/02/2013,4,4,4,1,5
26/02/2013,-1,-1,-1,1,8
25/02/2013,-1,4,-4,3,10
24/02/2013,4,5,3,3,10
23/02/2013,-5,-5,-5,2,10
22/02/2013,1,4,-3,3,10
21/02/2013,1,5,-5,5,10
20/02/2013,-2,4,-5,3,10
19/02/2013,-1,4,-5,3,10
18/02/2013,-2,4,-5,3,5
17/02/2013,0,0,0,0,0
16/02/2013,0,0,0,0,0
15/02/2013,0,0,0,0,0
14/02/2013,0,0,0,0,0
13/02/2013,0,0,0,0,0
12/02/2013,0,0,0,0,0
11/02/2013,1,4,-3,4,4
10/02/2013,0,0,0,0,0
09/02/2013,0,0,0,0,0
08/02/2013,0,0,0,0,0
07/02/2013,-1,5,-5,4,8
06/02/2013,1,5,-5,2,7
05/02/2013,-3,-1,-5,5,5
04/02/2013,0,0,0,0,0
03/02/2013,0,0,0,0,0
02/02/2013,0,0,0,0,0
01/02/2013,-5,-5,-5,1,1
31/01/2013,0,0,0,0,0
30/01/2013,0,0,0,0,0
29/01/2013,1,5,-4,6,6
28/01/2013,0,0,0,0,0
27/01/2013,0,0,0,0,0
26/01/2013,0,0,0,0,0
25/01/2013,0,0,0,0,0
24/01/2013,-5,-5,-5,1,5
23/01/2013,-5,-5,-5,2,8
22/01/2013,-3,-1,-4,5,10
21/01/2013,-3,1,-5,4,5
20/01/2013,5,5,5,1,3
19/01/2013,0,0,0,0,0
18/01/2013,3,4,1,7,10
17/01/2013,-1,4,-4,5,10
16/01/2013,-1,3,-4,9,10
15/01/2013,-5,-4,-5,6,10
14/01/2013,0,0,0,0,0
13/01/2013,0,0,0,0,0
12/01/2013,0,0,0,0,0
11/01/2013,-1,5,-5,4,10
10/01/2013,1,3,-3,5,10
09/01/2013,5,5,5,1,10
08/01/2013,2,5,-1,3,7
07/01/2013,0,0,0,0,0
06/01/2013,0,0,0,0,0
